0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
0,56
"18,212",56
"36,423",56
"41,177",66
"58,148",69
"64,908",75
64908,74.5
"71,668",80
"53,905",81
"54,703",76
"43,352",79
"62,625",87
"53,383",97
"44,141",106
"44,473",125
"50,371",116
"56,269",107
"43,027",83
"74,073",82
"70,367",80
"66,660",78
"87,373",78
"80,171",84
"72,968",89
"122,437",77
"107,616",81
107616,81
"92,795",85
"104,689",81
"89,326",81
"73,963",81
"85,317",74
"109,030",72
"97,390",70
"85,749",67
"93,950",69
"82,788",66
"71,625",63
"105,452",62
"130,109",61
"116,735",62
"103,361",63
"193,262",69
"182,804",70
"172,345",71
"59,726",68
"126,173",68
"97,762",66
"69,350",64
"118,158",69
"141,261",71
"164,364",73
"80,993",74
"119,650",71
"116,774",71
"113,898",70
"172,128",68
"230,167",67
"288,205",65
"119,166",69
"95,340",72
"67,026",72
"124,038",75
124038,74.5
124038,74.5
124038,74.5
124038,74.5
124038,74.5
"181,050",77
"157,670",72
"103,652",68
"157,057",70
157057,70
"210,462",72
"178,577",66
"164,392",64
164392,63.5
"150,207",61
"114,445",58
"145,394",48
"157,452",53
"160,426",51
"148,789",54
"137,151",56
"182,620",53
"223,500",58
"264,380",62
"147,256",58
"115,698",53
"107,708",54
"99,717",54
"177,704",60
"150,594",58
"123,484",56
"115,159",52
"157,389",50
"155,544",51
"153,698",52
"164,518",51
"147,444",49
"130,369",46
"133,823",51
"257,396",55
"215,123",55
"172,850",55
"134,392",56
"95,934",57
"102,163",62
"151,206",68
"129,932",61
"147,760",64
"165,587",67
"127,272",65
"134,528",64
"141,783",62
"151,810",61
"181,492",57
"182,302",59
182302,59
"183,112",61
"104,185",61
"228,075",57
"177,154",63
"144,699",58
"125,182",64
"105,665",70
"167,636",78
"123,609",77
"79,582",76
"188,369",78
"153,742",74
"130,039",76
"106,335",77
"186,427",78
"148,496",76
"110,565",73
"90,658",71
"189,134",63
"156,570",64
"124,005",64
"161,561",61
"97,705",67
"170,459",75
"171,030",82
"171,600",88
"155,437",87
"139,274",86
"153,307",83
"153,256",83
"153,205",82
"128,097",105
"330,296",102
"346,777",98
"363,258",94
"225,310",111
"168,891",107
"112,471",103
"103,524",93
"221,952",79
"185,006",90
"148,060",101
"188,419",121
"158,491",141
"128,563",161
"122,486",108
"206,618",109
"186,220",145
"165,822",181
"94,639",190
"131,142",157
"167,644",124
"149,183",125
"167,224",163
"139,635",165
"112,045",167
"121,563",167
"217,473",128
"313,383",88
"245,941",92
"168,297",150
"147,944",190
"127,590",229
"116,759",311
"111,185",307
"105,611",303
"137,653",197
"191,204",200
120817,187
"50,430",174
67370.5,165
"84,311",156
"182,862",110
"132,251",90
"150,245",94
128640,102.5
"107,035",111
"108,075",131
120785,125.5
"133,495",120
"118,524",110
"105,250",147
96165,143.5
"87,080",140
"122,344",147
106454.5,139.5
"90,565",132
"88,001",121
"108,813",116
100113.5,106
"91,414",96
"168,174",93
125431.5,109.5
"82,689",126
"103,183",95
"132,751",102
87710.5,132
"42,670",162
"73,302",138
100512.5,115.5
"127,723",93
"82,097",101
"83,119",98
72862.5,95.5
"62,606",93
"81,876",95
75998,110
"70,120",125
"55,134",109
"76,209",122
63170.5,113
"50,132",104
"59,253",111
59577.5,98.5
"59,902",86
"53,193",84
"49,740",77
37961,80.5
"26,182",84
"135,587",76
84245,75
"32,903",74
0,73.5
"34,545",73
"43,654",73
"52,762",73
0,71
0,71
0,71
0,71
0,71
"13,570",71
"27,139",69
0,69
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
0,96
"29,715",96
"14,858",85
0,84.5
0,84.5
0,84.5
0,84.5
0,84.5
"54,913",73
"47,922",72
"40,930",71
"39,540",70
"64,298",73
"60,609",80
"56,920",87
"50,262",90
"43,603",93
"49,911",78
"49,025",76
"75,359",74
"63,910",77
"52,460",80
"92,694",73
"92,662",72
"92,630",70
"57,795",67
"108,502",66
"99,821",68
"91,140",69
"89,060",66
"88,421",69
"87,781",71
"68,470",68
"110,516",68
"130,450",64
130450,64
"150,384",60
"70,742",49
"95,417",51
"179,954",56
"198,404",46
"166,869",48
"135,334",50
"148,255",47
"124,626",48
"100,996",49
"109,972",52
"143,624",48
"121,891",46
"100,157",43
"156,603",52
"153,283",52
"149,962",52
"103,451",47
"135,375",54
"138,669",58
"141,963",61
"111,678",63
"112,311",67
"112,943",70
"115,876",73
"117,276",70
"104,081",70
"90,885",69
"177,087",75
"171,737",78
"166,387",81
"132,484",88
"151,530",95
"53,954",76
"160,388",90
"133,920",85
"153,977",90
153977,89.5
153977,89.5
153977,89.5
153977,89.5
153977,89.5
"174,034",94
"120,470",84
"89,641",8
"105,173",93
"150,465",95
"149,788",97
149788,97
"149,111",99
"17,820",105
"150,030",94
"72,601",97
"133,270",95
"116,267",94
"99,263",92
"186,464",85
"247,558",81
"308,652",77
"130,443",95
"91,310",115
"91,147",111
"90,983",107
"159,497",103
"192,021",92
"224,544",81
"175,311",81
"210,038",81
"174,062",78
"138,086",74
"210,316",68
"197,494",67
"184,672",66
"190,793",65
"243,193",62
"210,424",63
"177,654",64
"187,854",63
"223,854",67
223854,67
"223,854",67
"350,262",40
"266,813",55
"183,364",69
"163,727",68
"231,365",68
"299,003",67
"132,925",64
"213,009",62
"259,843",62
"306,676",61
"232,665",59
"158,654",56
"163,605",60
"144,015",58
"313,702",62
"228,978",62
"144,253",62
"244,966",65
"184,114",65
"123,262",64
"167,168",67
"186,818",65
"169,006",63
"151,194",60
"254,618",59
"223,862",59
"193,106",59
"168,867",49
"235,205",54
"177,220",58
"119,235",62
"212,109",61
"377,003",64
"541,897",66
"252,117",60
"215,950",64
215950,64
"179,783",68
"250,740",67
"230,666",62
"210,592",56
"236,261",57
"197,904",50
"264,495",56
"331,086",61
"274,442",57
"215,558",56
"156,674",55
"156,407",57
"216,188",57
"189,722",62
"163,256",66
"190,690",72
"206,786",70
"222,881",68
"134,160",64
"179,032",60
"179,278",64
"179,524",67
"170,838",82
"168,754",85
"166,670",88
"171,301",81
"249,695",81
"282,567",76
"315,438",71
"195,805",84
"207,311",77
"218,817",69
"171,233",61
"184,375",68
"160,015",75
"135,655",81
"280,740",81
"125,121",105
"167,221",101
"209,320",96
"144,630",95
"125,043",86
"105,456",76
"104,833",75
"104,210",73
"242,208",69
"129,255",59
"224,209",57
"186,845",57
"149,480",57
"188,162",62
"170,819",64
"153,476",66
"97,205",60
"124,910",58
"138,628",62
"152,346",66
"135,900",71
"117,388",71
"98,876",71
"87,052",68
"108,622",66
"121,918",63
"135,213",59
"147,726",55
"116,153",60
"84,579",65
"56,580",79
"175,811",83
"128,827",93
"81,843",103
"106,879",82
"82,757",91
"58,634",100
"47,733",115
"63,658",111
"73,489",101
"83,320",91
"125,302",86
"95,236",85
"65,170",84
"43,336",77
"99,753",73
"89,071",76
"78,389",78
"117,475",81
"71,540",88
"25,605",94
"46,554",83
"44,492",79
"62,678",75
"80,864",70
"43,874",83
"60,079",78
"76,283",72
"16,415",74
"29,836",75
"42,439",72
"55,041",69
"66,766",70
"33,383",70
0,70
0,70
0,70
0,70
0,70
"15,111",74
15111,74
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
0,109
21550,109
10775,118.5
0,118.5
41424,128
37833.5,124.5
34243,121
41065,102
78280,89
62902.5,89.5
47525,90
66475,88
66336.5,86.5
66198,85
53597,77
120347,68
101765,71
83183,74
98004,71
97570,70.5
97136,70
90337,68
135643,68
150008,67.5
164373,67
125381,68
86389,69
90993,64
107996,53
137948,52
134888.5,52
131829,52
124034,53
120473,48.5
116912,44
135376,55
192091,48
167094.5,51
142098,54
161386,56
150725,57.5
140064,59
116849,55
159536,45
145765.5,46.5
131995,48
189083,50
181577.5,49
174072,48
168493,54
161825,51
139249.5,51
116674,51
167233,57
176962,59
186691,61
106000,60
129869,59
191316.5,61.5
252764,64
169339,66
139801,65
180566,69
180566,69
180566,69
180566,69
180566,69
180566,69
221331,73
158842,67
92861,61
221187,66
217029.5,67.5
217029.5,67.5
212872,69
188451,71
164030,73
104234,82
180840,81
159635,78
138430,75
202910,74
173554.5,75.5
144199,77
131059,77
146929,80
154235,80
161541,80
159510,81
128511,82
97512,83
122181,85
163035,85
160699.5,85
158364,85
339462,78
236035,83.5
132608,89
111562,93
211926,92
173061,100.5
134196,109
180043,109
175675.5,116.5
171308,124
162561.5,126.5
153815,129
144759,123.5
135703,118
223838,96
198923.5,93.5
174009,91
114995,94
152334,92
163728.5,89.5
175123,87
288353,86
217837,92.5
147321,99
128247,94
217385,99
"198,469",104
"179,552",108
"185,811",119
"177,233",113
"168,654",107
"130,822",124
"182,649",122
"167,828",113
"153,007",104
"240,458",92
"195,924",106
"151,390",119
"104,791",130
"143,339",129
"159,105",123
"174,871",116
"164,666",124
"188,246",116
"211,825",107
"182,316",101
"157,840",123
"199,000",113
199000,113
"240,160",103
"66,944",99
"136,562",97
"385,515",74
"238,762",93
"209,382",93
"180,001",93
"172,034",105
"242,165",94
"312,296",83
"109,138",100
"184,016",98
"171,363",110
"158,709",122
"130,513",119
"141,816",109
"153,118",98
"121,572",99
"225,676",103
"197,963",110
"170,249",116
"184,107",119
"184,187",126
"184,266",133
"133,369",128
"201,148",112
"187,645",112
"174,141",112
"136,030",108
"156,494",104
"176,957",100
"431,747",77
"229,182",86
"180,261",88
"131,340",89
"190,769",82
"241,886",78
"293,003",73
"127,514",89
"211,307",84
"201,194",103
"191,081",122
"211,749",117
211749,117
211749,117
"232,417",112
"203,261",117
"156,097",143
"108,932",168
"156,926",128
"139,523",128
"122,119",127
"100,365",121
"142,628",117
"122,738",115
"102,848",112
"149,131",87
"156,221",87
"163,311",87
"120,398",77
"205,411",82
"185,952",86
"166,493",89
"151,128",100
"183,843",94
"216,558",88
"108,348",103
"149,227",99
"130,049",104
"110,871",109
"93,335",104
"105,266",106
"117,197",107
"78,212",105
"93,085",104
"95,310",104
"97,534",103
"85,109",92
"82,140",99
"79,171",106
"76,166",85
"97,426",85
"62,352",95
"27,277",105
"79,897",81
"90,264",79
"100,630",76
"47,260",78
"66,184",78
"56,857",75
"47,530",72
"40,424",72
"58,510",70
"76,596",67
"68,662",66
"40,939",73
"30,758",75
"20,577",76
"45,610",66
"46,121",66
"46,632",66
"30,047",64
0,65.5
0,65.5
0,65.5
"43,132",67
"21,566",67
0,67
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
0,73
30638,73
46373,72
23186.5,72
30185.75,79
37185,86
34284,43
32833.5,70.5
31383,98
52916,101
45426,106
37936,111
42512,110
35540,129
42930.5,129
50321,129
77761,128
72196.5,125
66632,122
78668,123
80658.5,119.5
82649,116
78848,118
115783,109
106742,109
97701,109
93585,100
93209,94.5
92833,89
107091,88
159103,83
135681.5,83.5
112260,84
111512,81
113505.5,79
115499,77
82313,75
168779,70
157696,68.5
146613,67
163192,66
129824,65
96456,64
127647,56
222199,56
197339,56
172479,56
159299,53
166599,55
173899,57
133809,54
234781,55
184668.5,59
134556,63
188564,69
159077.5,70
129591,71
127875,74
183531,73
167387,76
151243,79
10211,82
81316,80
152421,78
136147,75
172389,78
139380,83.5
106371,89
137089,95
178542,99
160313,101
146079,107.5
146079,107.5
146079,107.5
146079,107.5
146079,107.5
146079,107.5
131845,114
99238,107
161854,109
205408,102
205408,102
248962,95
27371,91
154670,89
94648,95
244903,84
178885,89
112867,94
163475,93
171654.5,89.5
179834,86
176956,91
206569,84
202192.5,86
197816,88
159235,89
197303,87.5
235371,86
154381,89
211889,92
193080,91
174271,90
221657,81
202903.5,82
184150,83
176452,80
223257,91
235707,82
248157,73
159311,103
190439.5,99.5
221568,96
279320,98
239769,97.5
239769,97.5
200218,97
197439,95
177811,95.5
158183,96
189926,88
232570,88
220694.5,88
208819,88
189135,85
177282,90
198215.5,91
219149,92
424386,77
287394,87.5
150402,98
214885,90
222520.5,85
230156,80
156944,81
239470,83
236487,83.5
233504,84
259122,62
217536.5,72.5
175951,83
177398,84
258471,61
242934.5,72
227398,83
193896,81
186958.5,81
180021,81
228528,78
227187,78
167012.6667,54
273851,84
268506,83
263161,82
160825,79
155060,78
218040,75
173381,79.5
128722,84
179832,75
264872,72.5
349912,70
219198,65
238814,80
188227.5,86.5
137641,93
187885,91
173151,94.5
158417,98
177303,98
110649,125
139969.5,115
169290,105
277041,92
248720.5,93.5
220400,95
119766,111
206249,120
192259.5,113
178270,106
150223,132
153716.5,120
157210,108
140543,105
194086,93
179353.5,102
164621,111
230706,105
368310.5,95
505915,85
224529,123
212342,125
212342,125
200155,127
242771,103
274307.5,99
274307.5,99
274307.5,99
305844,95
249492,90.5
193140,86
209371,83
175523,82
141675,81
155066,71
178673,72
163362.5,76.5
148052,81
118559,77
132983,76.5
147407,76
128465,68
122625,70
133427,72.5
144229,75
141116,71
138770,73.5
136424,76
102736,71
153897,74
124673.5,83
95450,92
153760,83
103556.5,92.5
53353,102
108638,84
127223,77
115606.5,78
103990,79
76541,77
76987,78.5
77433,80
112248,73
118430,88
106386.5,93
94343,98
43515,121
65698,106.5
87881,92
72221,78
62572,70
44491,80.5
26410,91
66235,75
62582,76.5
58929,78
32741,86
55896,70
37940,80.5
19984,91
87967,76
91689,72.5
95411,69
95411,69
67699,67
83051,68
87505.25,67.75
98403,69
91959.5,67.5
91959.5,67.5
85516,66
