単語,出現回数
する,314
言語,215
れる,141
語,130
地理,120
いる,111
学,111
的,73
こと,63
ある,50
なる,48
よう,43
文字,41
られる,35
研究,33
もの,32
ため,28
使用,26
自然,26
方言,26
年,25
存在,25
公用,24
地域,23
記号,22
これ,22
話者,22
共通,22
用いる,21
体,21
おる,20
の,20
英語,19
国家,19
できる,18
扱う,18
場合,17
人文,17
呼ぶ,16
表現,16
上,16
世界,16
圏,16
例,15
化,14
科学,14
地誌,14
使う,13
一,13
性,13
民族,13
分類,13
数,13
国,13
分野,13
行う,12
世紀,12
日本,12
系統,12
関係,12
学問,12
字,11
教育,11
それ,11
いく,11
中,11
独立,11
消滅,11
合,10
以降,10
可能,10
多い,10
母語,10
国際,10
フランス語,10
標準,10
理解,10
広い,9
影響,9
社会,9
間,9
文法,9
持つ,9
成立,9
学会,9
ラテン語,8
表す,8
一般,8
相互,8
共同,8
人,8
者,8
異なる,8
地球,8
生物,8
能力,8
現象,8
言う,8
中心,8
定義,8
領域,8
意味,7
アルファベット,7
変化,7
次,7
式,7
日常,7
ドイツ,7
ほか,7
等,7
集団,7
文化,7
わけ,7
区別,7
構造,7
ない,7
発生,7
一つ,7
一覧,7
複数,7
これら,7
基準,7
層,7
環境,7
大学,7
筆記,6
多く,6
別,6
中世,6
大きい,6
人間,6
内,6
活動,6
学習,6
重要,6
アラビア,6
他,6
年代,6
各国,6
明確,6
中国,6
二,6
同士,6
与える,6
スペイン,6
脳,6
注釈,6
概念,6
分布,6
起源,5
字形,5
単語,5
唱える,5
最後,5
歴史,5
ローマ,5
左,5
発展,5
見る,5
せる,5
それぞれ,5
主,5
多数,5
記述,5
形成,5
非常,5
問題,5
いう,5
日本語,5
考える,5
近代,5
整備,5
派,5
交流,5
よる,5
人類,5
必要,5
現在,5
接触,5
語彙,5
制定,5
セルビア,5
地方,5
三,5
地,5
受ける,5
機能,5
回,5
失語,5
調査,5
易,5
説,5
語源,4
学校,4
復唱,4
加える,4
形,4
言葉,4
図,4
変遷,4
ラテン,4
時代,4
同様,4
古代,4
以下,4
系,4
外部,4
リンク,4
声,4
含む,4
作る,4
方法,4
分ける,4
代表,4
主張,4
文語,4
孤立,4
視覚,4
手話,4
危機,4
発達,4
国内,4
経済,4
学者,4
生じる,4
獲得,4
語族,4
連合,4
族,4
くる,4
話す,4
連続,4
法,4
いずれ,4
うえ,4
後半,4
辞典,4
困難,4
ユーゴスラビア,4
モンテネグロ,4
政治,4
情報,4
強い,4
位,4
求める,4
運動,4
ヒト,4
書,4
障害,4
後,4
論,4
事象,4
対象,4
語義,4
唐,4
地形,4
代,4
解明,4
科目,4
要件,4
加盟,4
現代,3
一部,3
読む,3
結果,3
さかのぼる,3
さ,3
さまざま,3
ルネサンス,3
ヨーロッパ,3
印刷,3
両方,3
アメリカ合衆国,3
その他,3
似る,3
アイルランド,3
点,3
参照,3
十,3
表記,3
位置,3
脚注,3
体系,3
特徴,3
化学,3
作用,3
主義,3
哲学,3
フランス,3
部分,3
音声,3
同一,3
人工,3
死語,3
完全,3
文章,3
入る,3
再生,3
古典,3
少ない,3
進む,3
起きる,3
盛ん,3
北,3
アメリカ,3
インド,3
生まれる,3
観点,3
変異,3
つながる,3
分化,3
前,3
なす,3
進化,3
基本,3
群,3
史,3
分割,3
様々,3
相手,3
国民,3
生得,3
考え,3
とき,3
属す,3
クロアチア,3
中国語,3
判定,3
範囲,3
差,3
反発,3
住む,3
少数,3
珍しい,3
パキスタン,3
統計,3
資料,3
広大,3
国々,3
カ国,3
のぼる,3
住民,3
傾向,3
アフリカ,3
国連,3
設立,3
減少,3
政府,3
野,3
頭,3
認識,3
関連,3
項目,3
表面,3
空間,3
経,3
分析,3
地表,3
気候,3
重視,3
計量,3
要求,3
現地,3
フィールドワーク,3
考察,3
高等,3
設置,3
必修,3
告示,3
指導,3
要領,3
条,3
物,2
フォント,2
わかる,2
自体,2
番目,2
のち,2
うち,2
書く,2
続く,2
小文字,2
続ける,2
元,2
にくい,2
イタリック,2
期,2
技術,2
発明,2
子供,2
達,2
著書,2
発表,2
数字,2
両者,2
今日,2
ゲール,2
初期,2
加わる,2
手書き,2
縦,2
線,2
単純,2
プラス,2
発音,2
ギリシア,2
プログラミング,2
演算,2
子,2
系列,2
進,2
狭義,2
広辞苑,2
解説,2
意志,2
伝達,2
習得,2
抽象,2
ソシュール,2
役割,2
果たす,2
用語,2
音韻,2
方,2
位置づける,2
基礎,2
口語,2
膠着,2
取り扱う,2
対応,2
書き言葉,2
以上,2
ヘブライ,2
復活,2
存続,2
ギリシャ,2
宗教,2
近年,2
視,2
一体化,2
コミュニティ,2
勢力,2
主要,2
初頭,2
除く,2
隣接,2
顕著,2
急速,2
成長,2
マン,2
分かる,2
仮説,2
列挙,2
ヶ所,2
最近,2
種,2
以前,2
万,2
解析,2
つける,2
動物,2
条件,2
種類,2
一定,2
逆,2
アイスランド,2
いくつ,2
祖語,2
属する,2
深まる,2
借用,2
混成,2
とる,2
増える,2
新しい,2
見なす,2
個,2
違う,2
人々,2
土地,2
知識,2
際,2
定まる,2
置く,2
誕生,2
ニカラグア,2
千,2
原理,2
難しい,2
学術,2
普通,2
話,2
差異,2
すべて,2
聞き取れる,2
決める,2
単一,2
深い,2
得る,2
もつ,2
選定,2
秤,2
みなす,2
西部,2
東部,2
意識,2
変更,2
上記,2
大陸,2
新大陸,2
植民,2
経る,2
有力,2
挙げる,2
ひとつ,2
分かれる,2
理事,2
ベルギー,2
戦争,2
国語,2
自治,2
権,2
政策,2
典型,2
区分,2
州,2
再編,2
下,2
梗塞,2
被験者,2
課題,2
ブローカ,2
聴覚,2
感覚,2
前頭,2
前野,2
損傷,2
付近,2
自発,2
流暢,2
右,2
半球,2
優位,2
把握,2
漢字,2
規則,2
見出す,2
備える,2
日,2
聞く,2
出典,2
状態,2
それら,2
物理,2
性格,2
各地,2
名称,2
周,2
辻田,2
風水,2
曖昧,2
淵源,2
朱子学,2
益田,2
植生,2
宋,2
複雑,2
思想,2
多様,2
変わる,2
生態,2
関心,2
統合,2
基づく,2
究明,2
総合,2
学派,2
源流,2
革命,2
フンボルト,2
リッター,2
彼ら,2
時期,2
衰退,2
システム,2
該当,2
文学,2
土壌,2
雪氷,2
専門,2
学際,2
成果,2
あげる,2
名,2
地図,2
事物,2
文学部,2
理学部,2
学部,2
学科,2
科,2
初等,2
中等,2
選択,2
条約,2
規定,2
資格,2
語句,1
論理,1
並立,1
助詞,1
接続詞,1
容易,1
伝統,1
フレーズ,1
繰り返す,1
なまる,1
語法,1
アンドレ,1
マリ,1
自身,1
著作,1
誤る,1
俗説,1
繋げる,1
流麗,1
増す,1
頻繁,1
中頃,1
その後,1
至る,1
過程,1
廃れる,1
業者,1
多用,1
ルーツ,1
表,1
教える,1
ジョージ,1
小説,1
アダム,1
ビード,1
セリフ,1
語る,1
知る,1
童謡,1
歌詞,1
締めくくる,1
装飾,1
目的,1
キリスト,1
教,1
修道院,1
欧米,1
鏡,1
上下,1
付ける,1
くだける,1
用法,1
代わり,1
輪,1
重ねる,1
無声,1
歯茎,1
側面,1
摩擦音,1
示す,1
速記,1
変数,1
宣言,1
直前,1
渡し,1
列,1
連結,1
返す,1
マイクロソフト,1
整数,1
六,1
実体,1
符号,1
げん,1
指す,1
広義,1
各種,1
アイコ,1
ン,1
図形,1
ボディー,1
ランゲージ,1
コミュニケーション,1
身振り,1
手振り,1
図示,1
擬音,1
大辞泉,1
百科全書,1
概説,1
手段,1
思考,1
支える,1
織り込む,1
人格,1
個々,1
結び付ける,1
形態素,1
結び,1
付け方,1
習慣,1
境界,1
積分,1
音,1
独特,1
構成,1
ジャック,1
ポスト,1
代替,1
発想,1
批判,1
投げかける,1
立場,1
口頭,1
書記,1
重,1
屈折,1
読み上げる,1
点字,1
触覚,1
変換,1
特性,1
保存,1
同等,1
話し言葉,1
バージョン,1
そちら,1
エスペラント,1
対義語,1
個別,1
滅亡,1
吸収,1
ただ,1
パレスチナ,1
移住,1
ユダヤ,1
たち,1
イスラエル,1
建国,1
指定,1
教典,1
行為,1
典礼,1
飲み込む,1
新た,1
化す,1
交通,1
網,1
流通,1
迅速,1
ラジオ,1
テレビ,1
マスメディア,1
保つ,1
維持,1
起こる,1
視点,1
伸張,1
縮小,1
帝国,1
いえる,1
占める,1
グローバル,1
直結,1
不可欠,1
取り込む,1
動き,1
人的,1
先進,1
オーストラリア,1
有意,1
相関,1
領,1
アンダ,1
諸島,1
警告,1
発する,1
デンマーク,1
探る,1
試み,1
分子生物学,1
名づける,1
遺伝子,1
登場,1
身,1
有,1
直接的,1
証明,1
留意,1
止まる,1
生き残る,1
生きる,1
化石,1
ケース,1
速度,1
侵略,1
交易,1
移動,1
時,1
ルーマニア,1
アルバニア,1
アルメニア,1
バルト,1
サンスクリット,1
変る,1
グループ,1
細分,1
現存,1
立証,1
近接,1
あう,1
類似,1
事例,1
割り出す,1
考案,1
綴り,1
商業,1
生活,1
簡略,1
比べる,1
差し支える,1
幼い,1
ころ,1
育つ,1
隔たり,1
みる,1
採用,1
欧州,1
術,1
改革,1
出版,1
中央,1
公的,1
統制,1
機関,1
主導,1
ピース,1
序列,1
瞬間,1
とらえる,1
裏付ける,1
百,1
マイヤー,1
三省堂,1
編,1
超,1
正確,1
数える,1
不可能,1
発見,1
隣る,1
合う,1
ボスニア・ヘルツェゴビナ,1
似通う,1
統一,1
紛争,1
崩壊,1
ボスニア,1
北京,1
上海,1
広東,1
遠隔,1
会話,1
提唱,1
別言,1
距離,1
伝える,1
確定,1
とどまる,1
直面,1
広がり,1
どこ,1
際す,1
理屈,1
押し通す,1
現実,1
アイデンティティ,1
設ける,1
賛成,1
誤り,1
論拠,1
結局,1
慣習,1
ごと,1
説明,1
二つ,1
同系,1
思う,1
かける,1
恣意,1
一方,1
事実,1
有る,1
甘粛,1
省,1
モンゴル,1
別々,1
海南,1
島,1
すむ,1
籍,1
漢,1
漢語,1
どおり,1
判断,1
併用,1
順位,1
下表,1
版,1
準拠,1
時点,1
推計,1
合計,1
通り,1
中華人民共和国,1
中華民国,1
シンガポール,1
すぎる,1
含める,1
発祥,1
南ア,1
南部,1
年度,1
ポルトガル,1
合わせる,1
ラテンアメリカ,1
人口,1
か国,1
イギリス,1
伴う,1
ビジネス,1
場面,1
どうし,1
交渉,1
力,1
増大,1
次ぐ,1
西洋,1
億,1
トップ,1
イスラム,1
全域,1
中東,1
アラブ,1
わく,1
ロシア,1
安全,1
保障,1
会,1
常任,1
要素,1
カナダ,1
オランダ,1
対立,1
激化,1
及ぼす,1
東,1
西,1
ベンガル,1
同格,1
最終,1
バングラデシュ,1
不満,1
なだめる,1
同国,1
度,1
フラ,1
併存,1
連邦,1
スイス,1
憲法,1
イタリア,1
制,1
取る,1
部族,1
分,1
通用,1
来る,1
文書,1
分離,1
あらわれる,1
宗主,1
かけ離れる,1
穴,1
埋める,1
首都,1
強大,1
覆う,1
遅れ,1
反対,1
エリート,1
権力,1
源泉,1
事情,1
固有,1
例外,1
モデル,1
局所,1
破壊,1
症例,1
呈示,1
干渉,1
効果,1
心理,1
手法,1
囲む,1
縁,1
角,1
左下,1
側,1
わたる,1
各部,1
タイプ,1
出現,1
左側,1
葉,1
不良,1
利く,1
抑揚,1
比喩,1
紡錘,1
状,1
関与,1
表意,1
ひる,1
ら,1
表音,1
部位,1
多方面,1
個人,1
ウィリアムズ,1
症候群,1
自閉症,1
全体,1
知的,1
乖離,1
個体,1
ヒント,1
聴取,1
自力,1
教わる,1
近赤外線,1
分光,1
生後,1
新生児,1
順,1
ほう,1
外国,1
母国,1
皮質,1
血,1
流,1
増加,1
報告,1
出産,1
母体,1
聴く,1
示唆,1
型,1
場所,1
有する,1
広範,1
網羅,1
母,1
称す,1
元来,1
農耕,1
統治,1
まとめる,1
記す,1
本文,1
孔子,1
翼,1
篇,1
繋,1
傳,1
由来,1
右左,1
男,1
早計,1
海野,1
一隆,1
後世,1
客観,1
卜,1
占,1
あわせる,1
指摘,1
当時,1
施す,1
無数,1
論じる,1
風土記,1
訳す,1
要因,1
遡る,1
合理,1
教養,1
江戸,1
儒学,1
理,1
努める,1
過ぎる,1
孔,1
知覚,1
物質,1
気,1
下降,1
李,1
鼎,1
洗練,1
還元,1
形而上,1
表出,1
有限,1
絶対,1
相次ぐ,1
呼称,1
当たる,1
巡る,1
議論,1
展開,1
解釈,1
オックスフォード,1
辿る,1
紆余曲折,1
統括,1
無謀,1
景観,1
見解,1
述べる,1
他方,1
一致,1
最新,1
方向,1
真,1
バークレー,1
重点,1
博物学,1
部門,1
様子,1
記載,1
海洋,1
停滞,1
拡大,1
産業,1
観測,1
機器,1
導く,1
おこる,1
アレクサンダー,1
フォン,1
カール,1
父,1
始祖,1
創始,1
内的,1
連関,1
認める,1
説く,1
決定,1
ポール,1
足跡,1
残す,1
移入,1
コンピュータ,1
データ,1
世界中,1
普及,1
個性,1
北米,1
応用,1
反動,1
下位,1
細かい,1
気象,1
地質,1
連携,1
近隣,1
理論,1
十分,1
とも,1
巡検,1
実施,1
実地,1
観察,1
大気圏,1
水圏,1
水,1
四,1
紀,1
厳格,1
線引き,1
またがる,1
都市,1
複合,1
特定,1
見地,1
かかわる,1
具体,1
方面,1
必須,1
原因,1
作成,1
多寡,1
偏り,1
程度,1
有効,1
性質,1
高橋,1
伸夫,1
招待,1
提示,1
東日本,1
国公立,1
限定,1
コース,1
カバー,1
地学,1
改称,1
実質,1
専攻,1
大学院生,1
教員,1
レベル,1
所属,1
モデリング,1
多角,1
注目,1
皮切り,1
評論,1
誌,1
定期,1
発行,1
明治維新,1
学制,1
大戦,1
小学校,1
中学校,1
あれ,1
生徒,1
興味,1
機会,1
月,1
参考,1
文献,1
回避,1
国名,1
くに,1
いち,1
らん,1
言える,1
否,1
モンテビデオ,1
定める,1
米州,1
諸国,1
締結,1
適用,1
永続,1
他国,1
取り結ぶ,1
満たす,1
評価,1
掲載,1
凡例,1
憲章,1
項,1
ここ,1
ヵ国,1
全て,1
総会,1
オブザーバー,1
